energy	raw_row	raw_index	raw_basis_element	bv_variable	field_redefinition	conventional_bv_ghost_number	antifield_number	local_tangent_degree	compact_degree	primary_weight	polynomial_level	so4_content	differential_image	differential_target	image_nnz	equality_certificate
4	M_n	425	h_0_(13)[P0^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	426	h_0_(13)[P0^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	427	h_0_(13)[P0^2*P1*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	428	h_0_(13)[P0^2*P1*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	429	h_0_(13)[P0^2*P1^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	430	h_0_(13)[P0^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	431	h_0_(13)[P0^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	432	h_0_(13)[P0^3*P1]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	433	h_0_(13)[P0^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	434	h_0_(23)[P3^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	435	h_0_(23)[P2*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	436	h_0_(23)[P2^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	437	h_0_(23)[P2^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	2	exact
4	M_n	438	h_0_(23)[P2^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	439	h_0_(23)[P1*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	440	h_0_(23)[P1*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	441	h_0_(23)[P1*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	442	h_0_(23)[P1*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	443	h_0_(23)[P1^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	444	h_0_(23)[P1^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	445	h_0_(23)[P1^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	446	h_0_(23)[P1^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	447	h_0_(23)[P1^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	448	h_0_(23)[P1^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	449	h_0_(23)[P0*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	450	h_0_(23)[P0*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	451	h_0_(23)[P0*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	452	h_0_(23)[P0*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	453	h_0_(23)[P0*P1*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	454	h_0_(23)[P0*P1*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	455	h_0_(23)[P0*P1*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	456	h_0_(23)[P0*P1^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	457	h_0_(23)[P0*P1^2*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	458	h_0_(23)[P0*P1^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	459	h_0_(23)[P0^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	460	h_0_(23)[P0^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	461	h_0_(23)[P0^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	462	h_0_(23)[P0^2*P1*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	463	h_0_(23)[P0^2*P1*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	464	h_0_(23)[P0^2*P1^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	465	h_0_(23)[P0^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	466	h_0_(23)[P0^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	467	h_0_(23)[P0^3*P1]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	468	h_0_(23)[P0^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	469	h_0_(00)-(33)[P3^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	470	h_0_(00)-(33)[P2*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	471	h_0_(00)-(33)[P2^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	472	h_0_(00)-(33)[P2^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	473	h_0_(00)-(33)[P2^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	474	h_0_(00)-(33)[P1*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	475	h_0_(00)-(33)[P1*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	476	h_0_(00)-(33)[P1*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	477	h_0_(00)-(33)[P1*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	478	h_0_(00)-(33)[P1^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	479	h_0_(00)-(33)[P1^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	480	h_0_(00)-(33)[P1^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	481	h_0_(00)-(33)[P1^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	482	h_0_(00)-(33)[P1^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	483	h_0_(00)-(33)[P1^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	484	h_0_(00)-(33)[P0*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	485	h_0_(00)-(33)[P0*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	486	h_0_(00)-(33)[P0*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	487	h_0_(00)-(33)[P0*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	488	h_0_(00)-(33)[P0*P1*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	489	h_0_(00)-(33)[P0*P1*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	490	h_0_(00)-(33)[P0*P1*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	491	h_0_(00)-(33)[P0*P1^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	492	h_0_(00)-(33)[P0*P1^2*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	493	h_0_(00)-(33)[P0*P1^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	494	h_0_(00)-(33)[P0^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	495	h_0_(00)-(33)[P0^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	496	h_0_(00)-(33)[P0^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	497	h_0_(00)-(33)[P0^2*P1*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	498	h_0_(00)-(33)[P0^2*P1*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	499	h_0_(00)-(33)[P0^2*P1^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	500	h_0_(00)-(33)[P0^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	501	h_0_(00)-(33)[P0^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	502	h_0_(00)-(33)[P0^3*P1]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	503	h_0_(00)-(33)[P0^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	2	exact
4	M_n	504	h_0_(11)-(33)[P3^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	505	h_0_(11)-(33)[P2*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	506	h_0_(11)-(33)[P2^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	507	h_0_(11)-(33)[P2^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	508	h_0_(11)-(33)[P2^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	509	h_0_(11)-(33)[P1*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	510	h_0_(11)-(33)[P1*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	511	h_0_(11)-(33)[P1*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	512	h_0_(11)-(33)[P1*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	513	h_0_(11)-(33)[P1^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	514	h_0_(11)-(33)[P1^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	515	h_0_(11)-(33)[P1^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	516	h_0_(11)-(33)[P1^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	517	h_0_(11)-(33)[P1^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	518	h_0_(11)-(33)[P1^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	2	exact
4	M_n	519	h_0_(11)-(33)[P0*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	520	h_0_(11)-(33)[P0*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	521	h_0_(11)-(33)[P0*P2^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	522	h_0_(11)-(33)[P0*P2^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	523	h_0_(11)-(33)[P0*P1*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	524	h_0_(11)-(33)[P0*P1*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	525	h_0_(11)-(33)[P0*P1*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	526	h_0_(11)-(33)[P0*P1^2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	527	h_0_(11)-(33)[P0*P1^2*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	528	h_0_(11)-(33)[P0*P1^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	529	h_0_(11)-(33)[P0^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	530	h_0_(11)-(33)[P0^2*P2*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	531	h_0_(11)-(33)[P0^2*P2^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	532	h_0_(11)-(33)[P0^2*P1*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	533	h_0_(11)-(33)[P0^2*P1*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	534	h_0_(11)-(33)[P0^2*P1^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	535	h_0_(11)-(33)[P0^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	536	h_0_(11)-(33)[P0^3*P2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	0	exact
4	M_n	537	h_0_(11)-(33)[P0^3*P1]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	538	h_0_(11)-(33)[P0^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	539	h_0_(22)-(33)[P3^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	3	exact
4	M_n	540	h_0_(22)-(33)[P2*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	541	h_0_(22)-(33)[P2^2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	542	h_0_(22)-(33)[P2^3*P3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	543	h_0_(22)-(33)[P2^4]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	2	exact
4	M_n	544	h_0_(22)-(33)[P1*P3^3]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
4	M_n	545	h_0_(22)-(33)[P1*P2*P3^2]	trace-free metric fluctuation	h_0=h-eta tr(h)/4	0	0	0	4	0	4	(1,1) tensor Sym^4(1/2,1/2)	B_lin h_0	E_n:hstar_0	1	exact
